student_id,question_id,subject,topic,difficulty,is_correct,time_taken_seconds,attempt_number,timestamp,session_id,is_synthetic,data_label
S00001,Q0105A,DSA,Recursion,Easy,0,33.25,20,2025-01-17T13:57:43.035280,S00001_SESSION_002,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0401A,Computer Networks,OSI,Easy,0,30.12,21,2025-01-18T00:20:34.202465,S00001_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0410A,Computer Networks,Network Security,Easy,0,36.04,22,2025-01-19T01:58:10.561489,S00001_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0304B,Operating Systems,Memory Management,Medium,0,100.96,23,2025-01-20T15:03:02.576755,S00001_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0510A,Software Engineering,Design Patterns,Easy,0,61.18,24,2025-01-21T01:06:31.233537,S00001_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0109S,DSA,Heap,Medium,1,45.25,25,2025-01-21T08:09:32.834394,S00001_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0203S,DBMS,SQL,Easy,1,37.91,26,2025-01-22T14:37:31.729659,S00001_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0302A,Operating Systems,CPU Scheduling,Easy,1,46.88,27,2025-01-23T04:05:57.008672,S00001_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0207S,DBMS,Indexing,Medium,1,96.97,28,2025-01-24T01:32:18.938117,S00001_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0105A,DSA,Recursion,Easy,1,26.52,29,2025-01-24T04:38:55.857365,S00001_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0504B,Software Engineering,SRS,Medium,1,74.84,30,2025-01-25T01:06:25.260287,S00001_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0101B,DSA,Arrays,Medium,1,57.08,31,2025-01-25T19:36:29.248820,S00001_SESSION_004,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0108S,DSA,Hashing,Medium,0,101.86,32,2025-01-26T02:46:42.420025,S00001_SESSION_004,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0104C,DSA,Stack & Queue,Hard,0,241.53,33,2025-01-27T13:38:42.281334,S00001_SESSION_004,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0106S,DSA,Trees,Medium,1,59.22,34,2025-01-27T18:19:54.405451,S00001_SESSION_004,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0208C,DBMS,ER Model,Hard,0,89.36,35,2025-01-28T09:30:51.805090,S00001_SESSION_004,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0102A,DSA,Strings,Easy,1,41.31,36,2025-01-29T06:58:03.702913,S00001_SESSION_004,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0306A,Operating Systems,Synchronization,Easy,1,38.62,37,2025-01-30T06:33:42.947789,S00001_SESSION_004,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0310B,Operating Systems,Security,Medium,1,97.21,38,2025-01-30T14:09:23.368346,S00001_SESSION_004,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0201B,DBMS,DBMS Basics,Medium,0,61.52,39,2025-02-01T01:41:49.689989,S00001_SESSION_004,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0301B,Operating Systems,Processes,Medium,1,96.88,40,2025-02-01T14:44:13.176486,S00001_SESSION_004,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0410B,Computer Networks,Network Security,Medium,1,87.8,41,2025-02-02T02:17:02.393646,S00001_SESSION_005,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0405C,Computer Networks,DNS,Hard,1,100.12,42,2025-02-02T22:24:23.370083,S00001_SESSION_005,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0409A,Computer Networks,Routing,Easy,0,51.3,43,2025-02-03T10:14:46.753994,S00001_SESSION_005,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0510B,Software Engineering,Design Patterns,Medium,0,61.36,44,2025-02-04T13:51:36.222375,S00001_SESSION_005,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0405B,Computer Networks,DNS,Medium,0,45.56,45,2025-02-05T15:11:45.988940,S00001_SESSION_005,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0308B,Operating Systems,Threads,Medium,1,103.7,46,2025-02-06T02:39:10.029000,S00001_SESSION_005,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0309A,Operating Systems,I/O Management,Easy,0,52.9,47,2025-02-06T22:37:21.039044,S00001_SESSION_005,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0401A,Computer Networks,OSI,Easy,1,40.5,48,2025-02-07T09:02:46.003457,S00001_SESSION_005,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0102C,DSA,Strings,Hard,0,196.2,49,2025-02-07T12:07:25.786087,S00001_SESSION_005,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0105A,DSA,Recursion,Easy,1,75.55,50,2025-02-08T11:47:23.454952,S00001_SESSION_005,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0404S,Computer Networks,UDP,Easy,1,27.82,51,2025-02-09T16:16:14.495400,S00001_SESSION_006,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0506A,Software Engineering,UML,Easy,0,67.66,52,2025-02-11T03:13:06.875333,S00001_SESSION_006,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0405A,Computer Networks,DNS,Easy,1,33.26,53,2025-02-12T02:55:45.107589,S00001_SESSION_006,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0309A,Operating Systems,I/O Management,Easy,1,87.32,54,2025-02-12T12:19:31.007755,S00001_SESSION_006,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0206A,DBMS,Transactions,Easy,1,29.18,55,2025-02-13T19:25:00.658829,S00001_SESSION_006,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0308A,Operating Systems,Threads,Easy,1,51.25,56,2025-02-15T08:51:29.629749,S00001_SESSION_006,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0205A,DBMS,Joins,Easy,1,33.39,57,2025-02-16T22:02:21.718283,S00001_SESSION_006,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0503S,Software Engineering,Waterfall,Medium,0,47.08,58,2025-02-17T02:08:36.905825,S00001_SESSION_006,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0304C,Operating Systems,Memory Management,Hard,1,123.25,59,2025-02-18T11:49:32.891224,S00001_SESSION_006,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,Q0503A,Software Engineering,Waterfall,Easy,1,26.39,60,2025-02-19T15:24:46.244952,S00001_SESSION_006,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0207S,DBMS,Indexing,Medium,1,111.68,1,2025-01-03T02:51:40.851051,S00002_SESSION_001,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0306B,Operating Systems,Synchronization,Medium,0,106.32,2,2025-01-03T06:06:32.117444,S00002_SESSION_001,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0307B,Operating Systems,File Systems,Medium,0,123.73,3,2025-01-04T00:56:01.317481,S00002_SESSION_001,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0509S,Software Engineering,Project Management,Medium,1,90.06,4,2025-01-04T06:20:17.487203,S00002_SESSION_001,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0410S,Computer Networks,Network Security,Hard,0,142.36,5,2025-01-04T09:38:45.371144,S00002_SESSION_001,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0402S,Computer Networks,TCP/IP,Medium,0,145.5,6,2025-01-04T16:57:40.390132,S00002_SESSION_001,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0104B,DSA,Stack & Queue,Medium,1,139.26,7,2025-01-05T02:58:01.426928,S00002_SESSION_001,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0306A,Operating Systems,Synchronization,Easy,0,98.95,8,2025-01-05T08:15:35.463660,S00002_SESSION_001,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0207A,DBMS,Indexing,Easy,1,63.5,9,2025-01-06T04:11:34.764342,S00002_SESSION_001,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0206S,DBMS,Transactions,Medium,0,123.13,10,2025-01-06T07:56:14.491220,S00002_SESSION_001,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0302B,Operating Systems,CPU Scheduling,Medium,0,214.11,11,2025-01-06T20:44:48.650198,S00002_SESSION_002,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0305A,Operating Systems,Paging,Easy,1,56.76,12,2025-01-07T14:27:47.458202,S00002_SESSION_002,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0501C,Software Engineering,SDLC,Hard,0,226.07,13,2025-01-08T06:08:57.391836,S00002_SESSION_002,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0404C,Computer Networks,UDP,Hard,0,261.01,14,2025-01-08T09:56:01.947004,S00002_SESSION_002,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0505S,Software Engineering,Testing,Medium,1,82.06,15,2025-01-09T05:07:36.779932,S00002_SESSION_002,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0408A,Computer Networks,IP Addressing,Easy,1,52.39,16,2025-01-09T12:37:56.929918,S00002_SESSION_002,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0205A,DBMS,Joins,Easy,1,45.79,17,2025-01-10T20:47:27.541098,S00002_SESSION_002,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0308S,Operating Systems,Threads,Medium,1,79.92,18,2025-01-11T02:38:59.053992,S00002_SESSION_002,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0105S,DSA,Recursion,Medium,0,136.64,19,2025-01-12T00:46:23.165354,S00002_SESSION_002,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0508A,Software Engineering,Software Quality,Easy,1,20.94,20,2025-01-13T02:31:20.764689,S00002_SESSION_002,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0110B,DSA,Dynamic Programming,Medium,1,81.16,21,2025-01-13T16:49:47.378605,S00002_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0204A,DBMS,Normalization,Easy,0,98.99,22,2025-01-15T02:17:54.712363,S00002_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0106A,DSA,Trees,Easy,0,65.99,23,2025-01-15T14:54:42.671316,S00002_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0303S,Operating Systems,Deadlocks,Hard,0,235.56,24,2025-01-16T11:55:03.015292,S00002_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0210B,DBMS,Concurrency Control,Medium,0,231.31,25,2025-01-17T20:37:02.188246,S00002_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0201B,DBMS,DBMS Basics,Medium,0,154.34,26,2025-01-18T11:14:21.761371,S00002_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0309S,Operating Systems,I/O Management,Medium,0,96.51,27,2025-01-19T03:01:25.056097,S00002_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0304A,Operating Systems,Memory Management,Easy,0,55.96,28,2025-01-19T17:17:47.331586,S00002_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0406C,Computer Networks,HTTP,Hard,0,273.1,29,2025-01-20T03:15:39.111997,S00002_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0510S,Software Engineering,Design Patterns,Hard,0,243.96,30,2025-01-20T08:26:40.892453,S00002_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0309B,Operating Systems,I/O Management,Medium,0,118.68,31,2025-01-21T21:57:37.021057,S00002_SESSION_004,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0207C,DBMS,Indexing,Hard,0,249.94,32,2025-01-22T20:18:13.268398,S00002_SESSION_004,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0303A,Operating Systems,Deadlocks,Easy,1,36.28,33,2025-01-23T01:37:18.779258,S00002_SESSION_004,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0505A,Software Engineering,Testing,Easy,0,89.66,34,2025-01-24T02:29:37.475195,S00002_SESSION_004,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0501S,Software Engineering,SDLC,Easy,1,59.55,35,2025-01-24T19:20:44.492417,S00002_SESSION_004,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0502B,Software Engineering,Agile,Medium,1,53.68,36,2025-01-26T00:01:30.091149,S00002_SESSION_004,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0503S,Software Engineering,Waterfall,Medium,0,207.81,37,2025-01-26T19:46:53.571739,S00002_SESSION_004,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0509B,Software Engineering,Project Management,Medium,0,223.07,38,2025-01-27T18:31:18.050090,S00002_SESSION_004,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0201S,DBMS,DBMS Basics,Easy,1,55.5,39,2025-01-28T20:21:06.396326,S00002_SESSION_004,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0402A,Computer Networks,TCP/IP,Easy,0,105.89,40,2025-01-30T00:44:47.247465,S00002_SESSION_004,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0205B,DBMS,Joins,Medium,0,118.81,41,2025-01-30T13:07:51.765727,S00002_SESSION_005,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0305C,Operating Systems,Paging,Hard,0,406.32,42,2025-02-01T00:29:36.090386,S00002_SESSION_005,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0306A,Operating Systems,Synchronization,Easy,1,67.21,43,2025-02-01T04:35:33.039305,S00002_SESSION_005,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0209A,DBMS,Relational Algebra,Easy,0,114.79,44,2025-02-02T13:22:33.829669,S00002_SESSION_005,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0510S,Software Engineering,Design Patterns,Hard,1,200.57,45,2025-02-03T12:20:18.437984,S00002_SESSION_005,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0310C,Operating Systems,Security,Hard,0,324.78,46,2025-02-04T04:06:29.798849,S00002_SESSION_005,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0208B,DBMS,ER Model,Medium,0,192.39,47,2025-02-05T12:30:07.752964,S00002_SESSION_005,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0302S,Operating Systems,CPU Scheduling,Medium,0,96.81,48,2025-02-06T22:04:45.332162,S00002_SESSION_005,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0303A,Operating Systems,Deadlocks,Easy,0,85.76,49,2025-02-07T04:31:21.437617,S00002_SESSION_005,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0109A,DSA,Heap,Easy,0,50.0,50,2025-02-08T03:44:29.918171,S00002_SESSION_005,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0103S,DSA,Linked Lists,Medium,0,161.45,51,2025-02-08T18:53:00.949040,S00002_SESSION_006,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0403A,Computer Networks,TCP,Easy,1,50.19,52,2025-02-10T07:11:31.998319,S00002_SESSION_006,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0307A,Operating Systems,File Systems,Easy,1,66.4,53,2025-02-10T20:06:47.323972,S00002_SESSION_006,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0405C,Computer Networks,DNS,Hard,0,211.8,54,2025-02-12T00:47:05.054334,S00002_SESSION_006,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0502C,Software Engineering,Agile,Hard,0,196.1,55,2025-02-13T11:51:22.009642,S00002_SESSION_006,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0306B,Operating Systems,Synchronization,Medium,0,175.52,56,2025-02-14T01:03:39.209265,S00002_SESSION_006,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0510A,Software Engineering,Design Patterns,Easy,0,82.9,57,2025-02-15T03:19:43.320984,S00002_SESSION_006,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0207C,DBMS,Indexing,Hard,0,296.95,58,2025-02-15T13:01:49.273478,S00002_SESSION_006,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0308B,Operating Systems,Threads,Medium,1,65.4,59,2025-02-15T16:49:38.244712,S00002_SESSION_006,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,Q0509C,Software Engineering,Project Management,Hard,0,138.96,60,2025-02-16T09:55:35.669903,S00002_SESSION_006,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0506S,Software Engineering,UML,Medium,1,66.39,1,2025-01-03T07:48:19.887217,S00003_SESSION_001,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0203B,DBMS,SQL,Medium,1,70.67,2,2025-01-03T21:18:06.196993,S00003_SESSION_001,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0207A,DBMS,Indexing,Easy,1,67.44,3,2025-01-04T10:49:17.109585,S00003_SESSION_001,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0402C,Computer Networks,TCP/IP,Hard,0,152.87,4,2025-01-05T03:16:25.350405,S00003_SESSION_001,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0505C,Software Engineering,Testing,Hard,0,190.08,5,2025-01-05T07:57:23.343628,S00003_SESSION_001,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0506B,Software Engineering,UML,Medium,1,67.75,6,2025-01-06T08:04:20.689702,S00003_SESSION_001,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0408B,Computer Networks,IP Addressing,Medium,0,60.86,7,2025-01-06T19:26:08.043109,S00003_SESSION_001,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0507S,Software Engineering,Git/Version Control,Easy,0,75.28,8,2025-01-07T03:10:35.006279,S00003_SESSION_001,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0403A,Computer Networks,TCP,Easy,0,67.16,9,2025-01-08T01:07:21.017276,S00003_SESSION_001,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0302A,Operating Systems,CPU Scheduling,Easy,1,13.86,10,2025-01-08T07:10:23.089474,S00003_SESSION_001,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0303B,Operating Systems,Deadlocks,Medium,0,74.6,11,2025-01-09T16:39:58.383079,S00003_SESSION_002,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0307S,Operating Systems,File Systems,Easy,1,27.55,12,2025-01-09T21:26:10.734290,S00003_SESSION_002,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0505S,Software Engineering,Testing,Medium,0,115.55,13,2025-01-10T00:40:12.826908,S00003_SESSION_002,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0201B,DBMS,DBMS Basics,Medium,0,153.13,14,2025-01-11T05:37:04.973721,S00003_SESSION_002,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0308B,Operating Systems,Threads,Medium,1,34.34,15,2025-01-12T17:03:53.220152,S00003_SESSION_002,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0207B,DBMS,Indexing,Medium,0,142.43,16,2025-01-12T20:43:28.711155,S00003_SESSION_002,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0406C,Computer Networks,HTTP,Hard,1,81.32,17,2025-01-13T18:33:37.145981,S00003_SESSION_002,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0208S,DBMS,ER Model,Easy,1,69.15,18,2025-01-14T20:20:41.458863,S00003_SESSION_002,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0408C,Computer Networks,IP Addressing,Hard,1,134.66,19,2025-01-15T20:54:41.722528,S00003_SESSION_002,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0106S,DSA,Trees,Medium,1,64.68,20,2025-01-16T13:35:04.788231,S00003_SESSION_002,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0203A,DBMS,SQL,Easy,0,44.2,21,2025-01-16T20:13:30.297967,S00003_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0510A,Software Engineering,Design Patterns,Easy,1,46.8,22,2025-01-18T00:48:46.290827,S00003_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0401A,Computer Networks,OSI,Easy,0,58.06,23,2025-01-19T11:45:22.484105,S00003_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0210A,DBMS,Concurrency Control,Easy,1,37.97,24,2025-01-20T05:02:55.551558,S00003_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0506C,Software Engineering,UML,Hard,0,176.96,25,2025-01-21T05:56:11.484910,S00003_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0101S,DSA,Arrays,Easy,0,65.78,26,2025-01-22T03:52:41.991333,S00003_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0510A,Software Engineering,Design Patterns,Easy,0,71.61,27,2025-01-23T07:54:25.759478,S00003_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00003,Q0404B,Computer Networks,UDP,Medium,1,87.77,28,2025-01-23T11:33:44.738517,S00003_SESSION_003,True,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
