student_id,display_name,is_synthetic,ability_band,initial_general_ability,created_at,latent_profile_json,data_label
S00011,Synthetic Student 00011,True,proficient,0.6649,2026-08-28T02:51:58.772866+00:00,"{""Computer Networks"": {""DHCP"": 0.5806, ""DNS"": 0.6274, ""HTTP"": 0.7797, ""IP Addressing"": 0.805, ""Network Security"": 0.5976, ""OSI"": 0.843, ""Routing"": 0.6547, ""TCP"": 0.5492, ""TCP/IP"": 0.8053, ""UDP"": 0.816}, ""DBMS"": {""Concurrency Control"": 0.2951, ""DBMS Basics"": 0.5791, ""ER Model"": 0.5232, ""Indexing"": 0.3467, ""Joins"": 0.5216, ""Keys"": 0.733, ""Normalization"": 0.3929, ""Relational Algebra"": 0.7119, ""SQL"": 0.3522, ""Transactions"": 0.6867}, ""DSA"": {""Arrays"": 0.5989, ""Dynamic Programming"": 0.6716, ""Graphs"": 0.7504, ""Hashing"": 0.4176, ""Heap"": 0.5681, ""Linked Lists"": 0.5322, ""Recursion"": 0.8566, ""Stack & Queue"": 0.8672, ""Strings"": 0.7296, ""Trees"": 0.6765}, ""Operating Systems"": {""CPU Scheduling"": 0.3975, ""Deadlocks"": 0.5574, ""File Systems"": 0.3906, ""I/O Management"": 0.3846, ""Memory Management"": 0.4889, ""Paging"": 0.2469, ""Processes"": 0.4091, ""Security"": 0.3835, ""Synchronization"": 0.5218, ""Threads"": 0.6129}, ""Software Engineering"": {""Agile"": 0.7054, ""Design Patterns"": 0.7297, ""Git/Version Control"": 0.7048, ""Project Management"": 0.7151, ""SDLC"": 0.8081, ""SRS"": 0.7262, ""Software Quality"": 0.8356, ""Testing"": 0.783, ""UML"": 0.8114, ""Waterfall"": 0.9533}}",SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00012,Synthetic Student 00012,True,proficient,0.592,2026-08-28T02:51:58.772866+00:00,"{""Computer Networks"": {""DHCP"": 0.1398, ""DNS"": 0.5054, ""HTTP"": 0.3848, ""IP Addressing"": 0.5417, ""Network Security"": 0.3619, ""OSI"": 0.4065, ""Routing"": 0.4803, ""TCP"": 0.2429, ""TCP/IP"": 0.4378, ""UDP"": 0.2537}, ""DBMS"": {""Concurrency Control"": 0.5746, ""DBMS Basics"": 0.4368, ""ER Model"": 0.3726, ""Indexing"": 0.1452, ""Joins"": 0.3358, ""Keys"": 0.5992, ""Normalization"": 0.3124, ""Relational Algebra"": 0.306, ""SQL"": 0.3735, ""Transactions"": 0.4267}, ""DSA"": {""Arrays"": 0.3992, ""Dynamic Programming"": 0.2689, ""Graphs"": 0.1831, ""Hashing"": 0.0723, ""Heap"": 0.2755, ""Linked Lists"": 0.1573, ""Recursion"": 0.1687, ""Stack & Queue"": 0.05, ""Strings"": 0.5118, ""Trees"": 0.1716}, ""Operating Systems"": {""CPU Scheduling"": 0.4316, ""Deadlocks"": 0.6346, ""File Systems"": 0.7096, ""I/O Management"": 0.3611, ""Memory Management"": 0.6024, ""Paging"": 0.4598, ""Processes"": 0.7642, ""Security"": 0.562, ""Synchronization"": 0.5854, ""Threads"": 0.5252}, ""Software Engineering"": {""Agile"": 0.4232, ""Design Patterns"": 0.3187, ""Git/Version Control"": 0.4793, ""Project Management"": 0.5315, ""SDLC"": 0.4816, ""SRS"": 0.4317, ""Software Quality"": 0.4563, ""Testing"": 0.4278, ""UML"": 0.3612, ""Waterfall"": 0.6672}}",SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00013,Synthetic Student 00013,True,proficient,0.6324,2026-08-28T02:51:58.772866+00:00,"{""Computer Networks"": {""DHCP"": 0.6314, ""DNS"": 0.4685, ""HTTP"": 0.5626, ""IP Addressing"": 0.9175, ""Network Security"": 0.8342, ""OSI"": 0.7, ""Routing"": 0.7761, ""TCP"": 0.7306, ""TCP/IP"": 0.6195, ""UDP"": 0.8775}, ""DBMS"": {""Concurrency Control"": 0.3901, ""DBMS Basics"": 0.2288, ""ER Model"": 0.5004, ""Indexing"": 0.3836, ""Joins"": 0.6408, ""Keys"": 0.3916, ""Normalization"": 0.4831, ""Relational Algebra"": 0.6332, ""SQL"": 0.3974, ""Transactions"": 0.4778}, ""DSA"": {""Arrays"": 0.5053, ""Dynamic Programming"": 0.4636, ""Graphs"": 0.5333, ""Hashing"": 0.677, ""Heap"": 0.2926, ""Linked Lists"": 0.7426, ""Recursion"": 0.5118, ""Stack & Queue"": 0.5077, ""Strings"": 0.6577, ""Trees"": 0.6005}, ""Operating Systems"": {""CPU Scheduling"": 0.4602, ""Deadlocks"": 0.5644, ""File Systems"": 0.4853, ""I/O Management"": 0.3408, ""Memory Management"": 0.4851, ""Paging"": 0.5709, ""Processes"": 0.5538, ""Security"": 0.2991, ""Synchronization"": 0.3625, ""Threads"": 0.4615}, ""Software Engineering"": {""Agile"": 0.5037, ""Design Patterns"": 0.2556, ""Git/Version Control"": 0.469, ""Project Management"": 0.5469, ""SDLC"": 0.3157, ""SRS"": 0.5159, ""Software Quality"": 0.5433, ""Testing"": 0.4275, ""UML"": 0.4834, ""Waterfall"": 0.457}}",SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00014,Synthetic Student 00014,True,proficient,0.7451,2026-08-28T02:51:58.772866+00:00,"{""Computer Networks"": {""DHCP"": 0.7375, ""DNS"": 0.5907, ""HTTP"": 0.7409, ""IP Addressing"": 0.9628, ""Network Security"": 0.7484, ""OSI"": 0.7714, ""Routing"": 0.8544, ""TCP"": 0.7947, ""TCP/IP"": 0.6158, ""UDP"": 0.7543}, ""DBMS"": {""Concurrency Control"": 0.6715, ""DBMS Basics"": 0.8286, ""ER Model"": 0.7327, ""Indexing"": 0.6358, ""Joins"": 0.6853, ""Keys"": 0.7969, ""Normalization"": 0.4722, ""Relational Algebra"": 0.659, ""SQL"": 0.719, ""Transactions"": 0.6595}, ""DSA"": {""Arrays"": 0.8127, ""Dynamic Programming"": 0.8993, ""Graphs"": 0.8906, ""Hashing"": 0.828, ""Heap"": 0.9365, ""Linked Lists"": 0.9471, ""Recursion"": 0.98, ""Stack & Queue"": 0.98, ""Strings"": 0.712, ""Trees"": 0.98}, ""Operating Systems"": {""CPU Scheduling"": 0.633, ""Deadlocks"": 0.8571, ""File Systems"": 0.98, ""I/O Management"": 0.8777, ""Memory Management"": 0.7803, ""Paging"": 0.6935, ""Processes"": 0.8879, ""Security"": 0.98, ""Synchronization"": 0.98, ""Threads"": 0.98}, ""Software Engineering"": {""Agile"": 0.7606, ""Design Patterns"": 0.7702, ""Git/Version Control"": 0.8463, ""Project Management"": 0.5705, ""SDLC"": 0.7902, ""SRS"": 0.7668, ""Software Quality"": 0.8319, ""Testing"": 0.6954, ""UML"": 0.6349, ""Waterfall"": 0.655}}",SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00015,Synthetic Student 00015,True,proficient,0.7494,2026-08-28T02:51:58.772866+00:00,"{""Computer Networks"": {""DHCP"": 0.98, ""DNS"": 0.9208, ""HTTP"": 0.98, ""IP Addressing"": 0.9197, ""Network Security"": 0.9643, ""OSI"": 0.8247, ""Routing"": 0.98, ""TCP"": 0.8697, ""TCP/IP"": 0.9144, ""UDP"": 0.8527}, ""DBMS"": {""Concurrency Control"": 0.6475, ""DBMS Basics"": 0.7599, ""ER Model"": 0.8135, ""Indexing"": 0.736, ""Joins"": 0.7088, ""Keys"": 0.7149, ""Normalization"": 0.7237, ""Relational Algebra"": 0.817, ""SQL"": 0.8145, ""Transactions"": 0.8216}, ""DSA"": {""Arrays"": 0.9182, ""Dynamic Programming"": 0.8753, ""Graphs"": 0.98, ""Hashing"": 0.8977, ""Heap"": 0.7643, ""Linked Lists"": 0.7835, ""Recursion"": 0.9591, ""Stack & Queue"": 0.9549, ""Strings"": 0.8122, ""Trees"": 0.98}, ""Operating Systems"": {""CPU Scheduling"": 0.533, ""Deadlocks"": 0.4184, ""File Systems"": 0.6583, ""I/O Management"": 0.3517, ""Memory Management"": 0.449, ""Paging"": 0.6759, ""Processes"": 0.845, ""Security"": 0.72, ""Synchronization"": 0.6762, ""Threads"": 0.8181}, ""Software Engineering"": {""Agile"": 0.9757, ""Design Patterns"": 0.98, ""Git/Version Control"": 0.98, ""Project Management"": 0.9012, ""SDLC"": 0.9488, ""SRS"": 0.98, ""Software Quality"": 0.9166, ""Testing"": 0.98, ""UML"": 0.8751, ""Waterfall"": 0.98}}",SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00016,Synthetic Student 00016,True,developing,0.4923,2026-08-28T02:51:58.772866+00:00,"{""Computer Networks"": {""DHCP"": 0.2179, ""DNS"": 0.0966, ""HTTP"": 0.0546, ""IP Addressing"": 0.05, ""Network Security"": 0.1495, ""OSI"": 0.05, ""Routing"": 0.05, ""TCP"": 0.05, ""TCP/IP"": 0.05, ""UDP"": 0.05}, ""DBMS"": {""Concurrency Control"": 0.2761, ""DBMS Basics"": 0.2287, ""ER Model"": 0.0505, ""Indexing"": 0.2851, ""Joins"": 0.1566, ""Keys"": 0.2074, ""Normalization"": 0.311, ""Relational Algebra"": 0.05, ""SQL"": 0.2719, ""Transactions"": 0.3645}, ""DSA"": {""Arrays"": 0.5349, ""Dynamic Programming"": 0.5942, ""Graphs"": 0.4875, ""Hashing"": 0.5046, ""Heap"": 0.4113, ""Linked Lists"": 0.2621, ""Recursion"": 0.3767, ""Stack & Queue"": 0.5745, ""Strings"": 0.5455, ""Trees"": 0.3214}, ""Operating Systems"": {""CPU Scheduling"": 0.4536, ""Deadlocks"": 0.484, ""File Systems"": 0.3257, ""I/O Management"": 0.6063, ""Memory Management"": 0.5706, ""Paging"": 0.3236, ""Processes"": 0.4445, ""Security"": 0.4052, ""Synchronization"": 0.3163, ""Threads"": 0.4916}, ""Software Engineering"": {""Agile"": 0.2589, ""Design Patterns"": 0.1174, ""Git/Version Control"": 0.2195, ""Project Management"": 0.255, ""SDLC"": 0.2933, ""SRS"": 0.4372, ""Software Quality"": 0.0933, ""Testing"": 0.1719, ""UML"": 0.4938, ""Waterfall"": 0.2289}}",SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00017,Synthetic Student 00017,True,emerging,0.2998,2026-08-28T02:51:58.772866+00:00,"{""Computer Networks"": {""DHCP"": 0.3002, ""DNS"": 0.05, ""HTTP"": 0.2971, ""IP Addressing"": 0.1034, ""Network Security"": 0.4073, ""OSI"": 0.2832, ""Routing"": 0.1574, ""TCP"": 0.2888, ""TCP/IP"": 0.05, ""UDP"": 0.05}, ""DBMS"": {""Concurrency Control"": 0.406, ""DBMS Basics"": 0.1884, ""ER Model"": 0.2621, ""Indexing"": 0.2091, ""Joins"": 0.1805, ""Keys"": 0.4342, ""Normalization"": 0.258, ""Relational Algebra"": 0.3482, ""SQL"": 0.188, ""Transactions"": 0.2174}, ""DSA"": {""Arrays"": 0.314, ""Dynamic Programming"": 0.403, ""Graphs"": 0.163, ""Hashing"": 0.3505, ""Heap"": 0.2846, ""Linked Lists"": 0.5276, ""Recursion"": 0.4522, ""Stack & Queue"": 0.561, ""Strings"": 0.5072, ""Trees"": 0.5523}, ""Operating Systems"": {""CPU Scheduling"": 0.2112, ""Deadlocks"": 0.3388, ""File Systems"": 0.4557, ""I/O Management"": 0.4934, ""Memory Management"": 0.4622, ""Paging"": 0.4532, ""Processes"": 0.4201, ""Security"": 0.384, ""Synchronization"": 0.3747, ""Threads"": 0.4082}, ""Software Engineering"": {""Agile"": 0.2221, ""Design Patterns"": 0.1916, ""Git/Version Control"": 0.2092, ""Project Management"": 0.0586, ""SDLC"": 0.4915, ""SRS"": 0.4164, ""Software Quality"": 0.2181, ""Testing"": 0.2381, ""UML"": 0.1021, ""Waterfall"": 0.2713}}",SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00018,Synthetic Student 00018,True,emerging,0.3393,2026-08-28T02:51:58.772866+00:00,"{""Computer Networks"": {""DHCP"": 0.3185, ""DNS"": 0.228, ""HTTP"": 0.3638, ""IP Addressing"": 0.1248, ""Network Security"": 0.2129, ""OSI"": 0.3491, ""Routing"": 0.4461, ""TCP"": 0.3138, ""TCP/IP"": 0.2734, ""UDP"": 0.3534}, ""DBMS"": {""Concurrency Control"": 0.5179, ""DBMS Basics"": 0.2298, ""ER Model"": 0.3772, ""Indexing"": 0.4532, ""Joins"": 0.4893, ""Keys"": 0.441, ""Normalization"": 0.4584, ""Relational Algebra"": 0.3555, ""SQL"": 0.5017, ""Transactions"": 0.245}, ""DSA"": {""Arrays"": 0.3109, ""Dynamic Programming"": 0.3981, ""Graphs"": 0.4774, ""Hashing"": 0.2954, ""Heap"": 0.1748, ""Linked Lists"": 0.3716, ""Recursion"": 0.2249, ""Stack & Queue"": 0.4189, ""Strings"": 0.3321, ""Trees"": 0.2199}, ""Operating Systems"": {""CPU Scheduling"": 0.7338, ""Deadlocks"": 0.5628, ""File Systems"": 0.5917, ""I/O Management"": 0.5689, ""Memory Management"": 0.6183, ""Paging"": 0.668, ""Processes"": 0.7913, ""Security"": 0.4885, ""Synchronization"": 0.5906, ""Threads"": 0.6749}, ""Software Engineering"": {""Agile"": 0.05, ""Design Patterns"": 0.1539, ""Git/Version Control"": 0.1208, ""Project Management"": 0.1292, ""SDLC"": 0.05, ""SRS"": 0.05, ""Software Quality"": 0.1179, ""Testing"": 0.05, ""UML"": 0.1544, ""Waterfall"": 0.0863}}",SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00019,Synthetic Student 00019,True,proficient,0.6427,2026-08-28T02:51:58.772866+00:00,"{""Computer Networks"": {""DHCP"": 0.5852, ""DNS"": 0.6365, ""HTTP"": 0.7066, ""IP Addressing"": 0.7684, ""Network Security"": 0.7045, ""OSI"": 0.6954, ""Routing"": 0.8872, ""TCP"": 0.659, ""TCP/IP"": 0.8883, ""UDP"": 0.8497}, ""DBMS"": {""Concurrency Control"": 0.6185, ""DBMS Basics"": 0.6501, ""ER Model"": 0.4503, ""Indexing"": 0.4619, ""Joins"": 0.6373, ""Keys"": 0.6347, ""Normalization"": 0.6703, ""Relational Algebra"": 0.4889, ""SQL"": 0.4388, ""Transactions"": 0.5657}, ""DSA"": {""Arrays"": 0.2982, ""Dynamic Programming"": 0.4122, ""Graphs"": 0.3521, ""Hashing"": 0.2305, ""Heap"": 0.2937, ""Linked Lists"": 0.4193, ""Recursion"": 0.3182, ""Stack & Queue"": 0.4363, ""Strings"": 0.2933, ""Trees"": 0.2338}, ""Operating Systems"": {""CPU Scheduling"": 0.3408, ""Deadlocks"": 0.4653, ""File Systems"": 0.6664, ""I/O Management"": 0.5391, ""Memory Management"": 0.5029, ""Paging"": 0.7832, ""Processes"": 0.5423, ""Security"": 0.504, ""Synchronization"": 0.3245, ""Threads"": 0.5077}, ""Software Engineering"": {""Agile"": 0.5837, ""Design Patterns"": 0.6404, ""Git/Version Control"": 0.9483, ""Project Management"": 0.7834, ""SDLC"": 0.4774, ""SRS"": 0.5016, ""Software Quality"": 0.5408, ""Testing"": 0.6384, ""UML"": 0.7694, ""Waterfall"": 0.42}}",SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00020,Synthetic Student 00020,True,emerging,0.3024,2026-08-28T02:51:58.772866+00:00,"{""Computer Networks"": {""DHCP"": 0.4555, ""DNS"": 0.4842, ""HTTP"": 0.3939, ""IP Addressing"": 0.4617, ""Network Security"": 0.6964, ""OSI"": 0.4405, ""Routing"": 0.4514, ""TCP"": 0.3652, ""TCP/IP"": 0.5261, ""UDP"": 0.5379}, ""DBMS"": {""Concurrency Control"": 0.0658, ""DBMS Basics"": 0.3446, ""ER Model"": 0.2693, ""Indexing"": 0.2712, ""Joins"": 0.3465, ""Keys"": 0.387, ""Normalization"": 0.3143, ""Relational Algebra"": 0.2598, ""SQL"": 0.2568, ""Transactions"": 0.3331}, ""DSA"": {""Arrays"": 0.3256, ""Dynamic Programming"": 0.334, ""Graphs"": 0.2408, ""Hashing"": 0.3134, ""Heap"": 0.4077, ""Linked Lists"": 0.1446, ""Recursion"": 0.3907, ""Stack & Queue"": 0.1271, ""Strings"": 0.2634, ""Trees"": 0.2791}, ""Operating Systems"": {""CPU Scheduling"": 0.3192, ""Deadlocks"": 0.571, ""File Systems"": 0.2763, ""I/O Management"": 0.4268, ""Memory Management"": 0.5154, ""Paging"": 0.593, ""Processes"": 0.2519, ""Security"": 0.424, ""Synchronization"": 0.382, ""Threads"": 0.3857}, ""Software Engineering"": {""Agile"": 0.05, ""Design Patterns"": 0.2912, ""Git/Version Control"": 0.2669, ""Project Management"": 0.2941, ""SDLC"": 0.2574, ""SRS"": 0.2551, ""Software Quality"": 0.4413, ""Testing"": 0.2044, ""UML"": 0.4525, ""Waterfall"": 0.1794}}",SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00021,Synthetic Student 00021,True,developing,0.4703,2026-08-28T02:51:58.772866+00:00,"{""Computer Networks"": {""DHCP"": 0.1522, ""DNS"": 0.3546, ""HTTP"": 0.3607, ""IP Addressing"": 0.4132, ""Network Security"": 0.3866, ""OSI"": 0.3005, ""Routing"": 0.2146, ""TCP"": 0.2192, ""TCP/IP"": 0.1186, ""UDP"": 0.3285}, ""DBMS"": {""Concurrency Control"": 0.5807, ""DBMS Basics"": 0.657, ""ER Model"": 0.4542, ""Indexing"": 0.3302, ""Joins"": 0.6245, ""Keys"": 0.557, ""Normalization"": 0.6376, ""Relational Algebra"": 0.4819, ""SQL"": 0.7081, ""Transactions"": 0.8011}, ""DSA"": {""Arrays"": 0.467, ""Dynamic Programming"": 0.7674, ""Graphs"": 0.6992, ""Hashing"": 0.8676, ""Heap"": 0.8689, ""Linked Lists"": 0.6801, ""Recursion"": 0.8281, ""Stack & Queue"": 0.7471, ""Strings"": 0.5051, ""Trees"": 0.8021}, ""Operating Systems"": {""CPU Scheduling"": 0.3113, ""Deadlocks"": 0.3263, ""File Systems"": 0.3859, ""I/O Management"": 0.2006, ""Memory Management"": 0.7245, ""Paging"": 0.6458, ""Processes"": 0.2487, ""Security"": 0.4155, ""Synchronization"": 0.3802, ""Threads"": 0.2917}, ""Software Engineering"": {""Agile"": 0.4307, ""Design Patterns"": 0.7007, ""Git/Version Control"": 0.5895, ""Project Management"": 0.5586, ""SDLC"": 0.3034, ""SRS"": 0.5422, ""Software Quality"": 0.4378, ""Testing"": 0.4517, ""UML"": 0.6524, ""Waterfall"": 0.5124}}",SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00022,Synthetic Student 00022,True,proficient,0.5779,2026-08-28T02:51:58.772866+00:00,"{""Computer Networks"": {""DHCP"": 0.5584, ""DNS"": 0.3949, ""HTTP"": 0.4932, ""IP Addressing"": 0.5642, ""Network Security"": 0.6432, ""OSI"": 0.3552, ""Routing"": 0.6762, ""TCP"": 0.5004, ""TCP/IP"": 0.3479, ""UDP"": 0.5292}, ""DBMS"": {""Concurrency Control"": 0.7995, ""DBMS Basics"": 0.9787, ""ER Model"": 0.7257, ""Indexing"": 0.7776, ""Joins"": 0.8573, ""Keys"": 0.98, ""Normalization"": 0.9206, ""Relational Algebra"": 0.673, ""SQL"": 0.8843, ""Transactions"": 0.6248}, ""DSA"": {""Arrays"": 0.6078, ""Dynamic Programming"": 0.3241, ""Graphs"": 0.3516, ""Hashing"": 0.3487, ""Heap"": 0.3442, ""Linked Lists"": 0.2709, ""Recursion"": 0.4801, ""Stack & Queue"": 0.3713, ""Strings"": 0.3027, ""Trees"": 0.4174}, ""Operating Systems"": {""CPU Scheduling"": 0.9448, ""Deadlocks"": 0.8392, ""File Systems"": 0.8773, ""I/O Management"": 0.857, ""Memory Management"": 0.8838, ""Paging"": 0.6818, ""Processes"": 0.7846, ""Security"": 0.8578, ""Synchronization"": 0.8528, ""Threads"": 0.7207}, ""Software Engineering"": {""Agile"": 0.354, ""Design Patterns"": 0.5997, ""Git/Version Control"": 0.3971, ""Project Management"": 0.5338, ""SDLC"": 0.6197, ""SRS"": 0.4259, ""Software Quality"": 0.2306, ""Testing"": 0.3682, ""UML"": 0.2008, ""Waterfall"": 0.5431}}",SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00023,Synthetic Student 00023,True,developing,0.4942,2026-08-28T02:51:58.772866+00:00,"{""Computer Networks"": {""DHCP"": 0.5214, ""DNS"": 0.4431, ""HTTP"": 0.2349, ""IP Addressing"": 0.5919, ""Network Security"": 0.4111, ""OSI"": 0.7309, ""Routing"": 0.3014, ""TCP"": 0.5108, ""TCP/IP"": 0.5893, ""UDP"": 0.4378}, ""DBMS"": {""Concurrency Control"": 0.4785, ""DBMS Basics"": 0.3754, ""ER Model"": 0.5204, ""Indexing"": 0.4307, ""Joins"": 0.6601, ""Keys"": 0.5551, ""Normalization"": 0.5469, ""Relational Algebra"": 0.4008, ""SQL"": 0.5537, ""Transactions"": 0.6496}, ""DSA"": {""Arrays"": 0.3027, ""Dynamic Programming"": 0.3721, ""Graphs"": 0.3898, ""Hashing"": 0.4736, ""Heap"": 0.3244, ""Linked Lists"": 0.3735, ""Recursion"": 0.3202, ""Stack & Queue"": 0.5869, ""Strings"": 0.471, ""Trees"": 0.498}, ""Operating Systems"": {""CPU Scheduling"": 0.4418, ""Deadlocks"": 0.372, ""File Systems"": 0.4937, ""I/O Management"": 0.4283, ""Memory Management"": 0.5414, ""Paging"": 0.1377, ""Processes"": 0.5926, ""Security"": 0.239, ""Synchronization"": 0.1565, ""Threads"": 0.4055}, ""Software Engineering"": {""Agile"": 0.3154, ""Design Patterns"": 0.05, ""Git/Version Control"": 0.05, ""Project Management"": 0.4569, ""SDLC"": 0.1931, ""SRS"": 0.3827, ""Software Quality"": 0.1894, ""Testing"": 0.3994, ""UML"": 0.2788, ""Waterfall"": 0.0588}}",SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00024,Synthetic Student 00024,True,developing,0.3756,2026-08-28T02:51:58.772866+00:00,"{""Computer Networks"": {""DHCP"": 0.2779, ""DNS"": 0.1973, ""HTTP"": 0.1801, ""IP Addressing"": 0.0554, ""Network Security"": 0.44, ""OSI"": 0.4876, ""Routing"": 0.2527, ""TCP"": 0.1225, ""TCP/IP"": 0.2496, ""UDP"": 0.3203}, ""DBMS"": {""Concurrency Control"": 0.4772, ""DBMS Basics"": 0.1845, ""ER Model"": 0.1467, ""Indexing"": 0.4611, ""Joins"": 0.1814, ""Keys"": 0.3995, ""Normalization"": 0.4072, ""Relational Algebra"": 0.2431, ""SQL"": 0.4881, ""Transactions"": 0.3572}, ""DSA"": {""Arrays"": 0.4233, ""Dynamic Programming"": 0.437, ""Graphs"": 0.3261, ""Hashing"": 0.6472, ""Heap"": 0.4131, ""Linked Lists"": 0.5722, ""Recursion"": 0.48, ""Stack & Queue"": 0.7247, ""Strings"": 0.5528, ""Trees"": 0.5495}, ""Operating Systems"": {""CPU Scheduling"": 0.642, ""Deadlocks"": 0.475, ""File Systems"": 0.3231, ""I/O Management"": 0.4715, ""Memory Management"": 0.4978, ""Paging"": 0.7441, ""Processes"": 0.4683, ""Security"": 0.3556, ""Synchronization"": 0.3932, ""Threads"": 0.4702}, ""Software Engineering"": {""Agile"": 0.3893, ""Design Patterns"": 0.4954, ""Git/Version Control"": 0.2422, ""Project Management"": 0.4046, ""SDLC"": 0.405, ""SRS"": 0.4197, ""Software Quality"": 0.5536, ""Testing"": 0.4049, ""UML"": 0.5601, ""Waterfall"": 0.4009}}",SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00025,Synthetic Student 00025,True,advanced,0.9131,2026-08-28T02:51:58.772866+00:00,"{""Computer Networks"": {""DHCP"": 0.8602, ""DNS"": 0.8919, ""HTTP"": 0.9394, ""IP Addressing"": 0.9228, ""Network Security"": 0.98, ""OSI"": 0.8367, ""Routing"": 0.811, ""TCP"": 0.7916, ""TCP/IP"": 0.8022, ""UDP"": 0.9446}, ""DBMS"": {""Concurrency Control"": 0.8501, ""DBMS Basics"": 0.98, ""ER Model"": 0.8296, ""Indexing"": 0.98, ""Joins"": 0.7497, ""Keys"": 0.616, ""Normalization"": 0.9402, ""Relational Algebra"": 0.98, ""SQL"": 0.9219, ""Transactions"": 0.9713}, ""DSA"": {""Arrays"": 0.98, ""Dynamic Programming"": 0.98, ""Graphs"": 0.98, ""Hashing"": 0.98, ""Heap"": 0.98, ""Linked Lists"": 0.98, ""Recursion"": 0.7674, ""Stack & Queue"": 0.98, ""Strings"": 0.7782, ""Trees"": 0.9571}, ""Operating Systems"": {""CPU Scheduling"": 0.7405, ""Deadlocks"": 0.861, ""File Systems"": 0.7837, ""I/O Management"": 0.6364, ""Memory Management"": 0.581, ""Paging"": 0.98, ""Processes"": 0.98, ""Security"": 0.9475, ""Synchronization"": 0.8779, ""Threads"": 0.8746}, ""Software Engineering"": {""Agile"": 0.8264, ""Design Patterns"": 0.7091, ""Git/Version Control"": 0.6656, ""Project Management"": 0.6371, ""SDLC"": 0.8135, ""SRS"": 0.9297, ""Software Quality"": 0.6361, ""Testing"": 0.7817, ""UML"": 0.7787, ""Waterfall"": 0.5599}}",SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00026,Synthetic Student 00026,True,developing,0.4845,2026-08-28T02:51:58.772866+00:00,"{""Computer Networks"": {""DHCP"": 0.775, ""DNS"": 0.8253, ""HTTP"": 0.8888, ""IP Addressing"": 0.6158, ""Network Security"": 0.5989, ""OSI"": 0.813, ""Routing"": 0.6069, ""TCP"": 0.6832, ""TCP/IP"": 0.8857, ""UDP"": 0.6677}, ""DBMS"": {""Concurrency Control"": 0.6932, ""DBMS Basics"": 0.0594, ""ER Model"": 0.3968, ""Indexing"": 0.5868, ""Joins"": 0.4574, ""Keys"": 0.2644, ""Normalization"": 0.3344, ""Relational Algebra"": 0.4489, ""SQL"": 0.5486, ""Transactions"": 0.2472}, ""DSA"": {""Arrays"": 0.4376, ""Dynamic Programming"": 0.3287, ""Graphs"": 0.2345, ""Hashing"": 0.1424, ""Heap"": 0.3671, ""Linked Lists"": 0.4172, ""Recursion"": 0.3062, ""Stack & Queue"": 0.4281, ""Strings"": 0.4492, ""Trees"": 0.2272}, ""Operating Systems"": {""CPU Scheduling"": 0.6559, ""Deadlocks"": 0.6881, ""File Systems"": 0.9032, ""I/O Management"": 0.98, ""Memory Management"": 0.7883, ""Paging"": 0.7145, ""Processes"": 0.6903, ""Security"": 0.738, ""Synchronization"": 0.6797, ""Threads"": 0.7134}, ""Software Engineering"": {""Agile"": 0.3367, ""Design Patterns"": 0.4064, ""Git/Version Control"": 0.4532, ""Project Management"": 0.1548, ""SDLC"": 0.2148, ""SRS"": 0.05, ""Software Quality"": 0.05, ""Testing"": 0.1788, ""UML"": 0.1821, ""Waterfall"": 0.2001}}",SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
