student_id,subject,topic,attempt_number,timestamp,synthetic_true_mastery,synthetic_mastered_label
S00003,Computer Networks,HTTP,35,2025-01-31T07:14:41.420854,0.87791,1
S00003,Software Engineering,Agile,36,2025-01-31T12:46:05.997645,0.739786,1
S00003,Operating Systems,Synchronization,37,2025-02-01T17:43:22.668254,0.851528,1
S00003,DBMS,Transactions,38,2025-02-03T03:44:07.697121,0.42825,0
S00003,DSA,Stack & Queue,39,2025-02-03T12:16:50.153500,0.555814,0
S00003,Software Engineering,Project Management,40,2025-02-04T02:51:33.321263,0.473409,0
S00003,DSA,Trees,41,2025-02-05T08:38:45.990515,0.715685,1
S00003,DBMS,ER Model,42,2025-02-06T11:40:34.045433,0.344421,0
S00003,Software Engineering,Design Patterns,43,2025-02-08T00:07:03.321887,0.437953,0
S00003,DBMS,Transactions,44,2025-02-08T14:18:43.861302,0.435569,0
S00003,Computer Networks,OSI,45,2025-02-08T20:03:45.759841,0.656387,0
S00003,Computer Networks,DHCP,46,2025-02-09T04:04:47.853183,0.683268,0
S00003,Computer Networks,DNS,47,2025-02-10T00:54:11.595342,0.652571,0
S00003,Software Engineering,Project Management,48,2025-02-11T12:13:41.425877,0.478652,0
S00003,Operating Systems,Threads,49,2025-02-12T19:07:00.557395,0.886958,1
S00003,DSA,Linked Lists,50,2025-02-13T11:03:12.235224,0.646895,0
S00003,DSA,Heap,51,2025-02-14T02:54:39.389272,0.720503,1
S00003,Computer Networks,DNS,52,2025-02-15T04:52:39.375578,0.657254,0
S00003,Software Engineering,Git/Version Control,53,2025-02-16T12:25:00.903696,0.536205,0
S00003,Software Engineering,Git/Version Control,54,2025-02-16T18:01:17.845026,0.54157,0
S00003,DBMS,SQL,55,2025-02-17T22:00:38.769656,0.440845,0
S00003,DSA,Stack & Queue,56,2025-02-18T12:25:02.311223,0.561425,0
S00003,Computer Networks,DHCP,57,2025-02-18T22:24:04.714039,0.695272,0
S00003,Computer Networks,TCP/IP,58,2025-02-20T02:19:03.792407,0.537594,0
S00003,Computer Networks,IP Addressing,59,2025-02-21T10:05:31.860790,0.789287,1
S00003,DBMS,DBMS Basics,60,2025-02-21T19:12:22.640760,0.374563,0
S00004,Computer Networks,Network Security,1,2025-01-04T01:22:43.948297,0.174863,0
S00004,DBMS,Normalization,2,2025-01-05T01:23:44.337817,0.147204,0
S00004,DSA,Trees,3,2025-01-05T04:33:03.804960,0.119598,0
S00004,Software Engineering,Software Quality,4,2025-01-06T02:39:03.415278,0.492772,0
S00004,DSA,Hashing,5,2025-01-06T09:50:45.709380,0.13847,0
S00004,DBMS,Relational Algebra,6,2025-01-07T01:32:26.063529,0.497581,0
S00004,Software Engineering,Project Management,7,2025-01-07T10:27:49.281112,0.753885,1
S00004,DBMS,Indexing,8,2025-01-08T15:24:16.249920,0.311125,0
S00004,Software Engineering,Design Patterns,9,2025-01-09T22:11:28.910697,0.678781,0
S00004,DBMS,Joins,10,2025-01-10T19:41:56.491944,0.513163,0
S00004,DSA,Trees,11,2025-01-11T08:54:38.638660,0.125022,0
S00004,DSA,Recursion,12,2025-01-12T14:51:23.682080,0.07496,0
S00004,Computer Networks,UDP,13,2025-01-13T07:58:23.069089,0.222749,0
S00004,DSA,Linked Lists,14,2025-01-13T18:12:53.432627,0.276713,0
S00004,Operating Systems,Security,15,2025-01-13T23:51:25.685779,0.094513,0
S00004,DSA,Dynamic Programming,16,2025-01-15T13:16:56.403229,0.215488,0
S00004,Software Engineering,SDLC,17,2025-01-16T04:23:13.727201,0.448425,0
S00004,Operating Systems,Security,18,2025-01-16T15:42:33.969235,0.101588,0
S00004,Computer Networks,TCP/IP,19,2025-01-18T01:18:24.905885,0.076026,0
S00004,Computer Networks,UDP,20,2025-01-18T22:12:58.291909,0.228039,0
S00004,Software Engineering,Software Quality,21,2025-01-19T07:31:41.395048,0.49325,0
S00004,DSA,Dynamic Programming,22,2025-01-20T21:10:19.923020,0.218356,0
S00004,DBMS,DBMS Basics,23,2025-01-21T13:19:56.640518,0.493497,0
S00004,DSA,Stack & Queue,24,2025-01-22T17:07:03.309171,0.106637,0
S00004,DBMS,ER Model,25,2025-01-23T00:26:42.506437,0.277718,0
S00004,Operating Systems,Memory Management,26,2025-01-23T09:15:51.273354,0.09961,0
S00004,DBMS,Indexing,27,2025-01-24T10:19:08.069987,0.315293,0
S00004,Computer Networks,Network Security,28,2025-01-25T16:06:12.079512,0.182043,0
S00004,DBMS,ER Model,29,2025-01-26T11:10:46.780318,0.298231,0
S00004,DSA,Strings,30,2025-01-26T17:00:25.863334,0.111072,0
S00004,DBMS,Indexing,31,2025-01-27T21:17:33.619486,0.319736,0
S00004,Operating Systems,Synchronization,32,2025-01-29T01:03:36.579835,0.267781,0
S00004,Software Engineering,Design Patterns,33,2025-01-30T11:27:40.128400,0.690629,0
S00004,Operating Systems,Deadlocks,34,2025-01-31T08:45:37.646683,0.101943,0
S00004,DSA,Hashing,35,2025-02-01T09:21:54.500626,0.147519,0
S00004,Operating Systems,Memory Management,36,2025-02-02T00:32:26.188697,0.10647,0
S00004,DSA,Heap,37,2025-02-03T06:30:14.261349,0.054774,0
S00004,Operating Systems,Deadlocks,38,2025-02-04T07:55:32.666403,0.129683,0
S00004,Computer Networks,OSI,39,2025-02-05T16:35:35.548079,0.057234,0
S00004,DBMS,Transactions,40,2025-02-06T07:01:20.500190,0.519352,0
S00004,Computer Networks,OSI,41,2025-02-06T17:38:07.440353,0.064829,0
S00004,DSA,Trees,42,2025-02-06T21:23:25.370226,0.148626,0
S00004,DSA,Hashing,43,2025-02-07T22:30:31.880018,0.169704,0
S00004,Software Engineering,Project Management,44,2025-02-09T07:44:08.067049,0.762107,1
S00004,DSA,Strings,45,2025-02-09T12:48:14.161390,0.136207,0
S00004,Operating Systems,I/O Management,46,2025-02-10T05:48:22.291125,0.056673,0
S00004,DSA,Arrays,47,2025-02-10T11:43:00.030813,0.058028,0
S00004,Software Engineering,SDLC,48,2025-02-11T13:12:10.233553,0.454477,0
S00004,DSA,Graphs,49,2025-02-12T08:33:15.130042,0.240322,0
S00004,Computer Networks,Network Security,50,2025-02-13T16:18:28.590129,0.186004,0
S00004,DBMS,Indexing,51,2025-02-14T21:22:54.219506,0.326904,0
S00004,Computer Networks,HTTP,52,2025-02-15T20:32:01.360288,0.128362,0
S00004,DBMS,DBMS Basics,53,2025-02-17T05:45:37.442868,0.504873,0
S00004,Operating Systems,Threads,54,2025-02-17T10:24:09.748187,0.198806,0
S00004,DSA,Stack & Queue,55,2025-02-18T08:19:23.510092,0.115799,0
S00004,DBMS,Concurrency Control,56,2025-02-19T21:10:51.752165,0.19559,0
S00004,Operating Systems,Deadlocks,57,2025-02-21T10:40:58.574219,0.136256,0
S00004,Computer Networks,HTTP,58,2025-02-22T07:23:07.734662,0.134238,0
S00004,DSA,Arrays,59,2025-02-23T17:30:20.809262,0.064735,0
S00004,Software Engineering,Testing,60,2025-02-25T04:06:55.852701,0.49128,0
S00005,Software Engineering,Git/Version Control,1,2025-01-04T03:15:41.642558,0.752254,1
S00005,Operating Systems,Synchronization,2,2025-01-04T22:14:26.200156,0.944251,1
S00005,Computer Networks,UDP,3,2025-01-05T21:15:43.323328,0.785529,1
S00005,DSA,Trees,4,2025-01-06T01:49:00.247913,0.336117,0
S00005,Software Engineering,Git/Version Control,5,2025-01-07T03:05:25.688983,0.763529,1
S00005,DBMS,DBMS Basics,6,2025-01-07T20:21:15.170397,0.607661,0
S00005,DBMS,Joins,7,2025-01-08T12:39:45.797992,0.681526,0
S00005,DBMS,Normalization,8,2025-01-09T03:17:27.071881,0.669132,0
S00005,DSA,Recursion,9,2025-01-10T13:13:30.093896,0.517475,0
S00005,Computer Networks,Routing,10,2025-01-11T09:40:36.393908,0.737258,1
S00005,DSA,Heap,11,2025-01-12T11:14:20.269055,0.539966,0
S00005,Computer Networks,TCP,12,2025-01-13T14:37:16.549711,0.762498,1
S00005,Computer Networks,HTTP,13,2025-01-13T23:55:28.823449,0.74488,1
S00005,Operating Systems,CPU Scheduling,14,2025-01-15T07:03:36.959506,0.935059,1
S00005,DSA,Graphs,15,2025-01-16T07:46:39.109266,0.582067,0
S00005,DSA,Strings,16,2025-01-16T23:26:53.584002,0.639675,0
S00005,DSA,Trees,17,2025-01-18T02:35:38.062223,0.359597,0
S00005,Computer Networks,IP Addressing,18,2025-01-18T06:31:20.712611,0.783503,1
S00005,DBMS,Normalization,19,2025-01-19T20:07:29.256867,0.672611,0
S00005,Operating Systems,CPU Scheduling,20,2025-01-21T00:15:52.175339,0.938699,1
S00005,Computer Networks,HTTP,21,2025-01-22T12:00:31.350440,0.748969,1
S00005,DBMS,Keys,22,2025-01-23T18:35:21.577388,0.645837,0
S00005,DSA,Linked Lists,23,2025-01-24T17:23:30.057899,0.736351,1
S00005,Computer Networks,DNS,24,2025-01-25T21:07:51.589591,0.746339,1
S00005,DSA,Arrays,25,2025-01-26T13:12:33.595404,0.523024,0
S00005,Computer Networks,DHCP,26,2025-01-27T15:05:47.507498,0.648971,0
S00005,Computer Networks,DHCP,27,2025-01-28T09:04:07.963816,0.648641,0
S00005,DBMS,Normalization,28,2025-01-29T17:15:53.644479,0.674285,0
S00005,Computer Networks,TCP/IP,29,2025-01-29T20:25:27.484781,0.85561,1
S00005,DSA,Strings,30,2025-01-30T11:23:43.347003,0.652298,0
S00005,DSA,Graphs,31,2025-01-30T22:11:38.337125,0.583336,0
S00005,DSA,Heap,32,2025-02-01T05:41:12.503853,0.552221,0
S00005,Software Engineering,Testing,33,2025-02-01T16:08:27.577837,0.978976,1
S00005,Computer Networks,HTTP,34,2025-02-03T03:22:47.574675,0.752378,1
S00005,Computer Networks,HTTP,35,2025-02-04T05:34:03.297045,0.760753,1
S00005,DSA,Strings,36,2025-02-05T00:47:53.863961,0.668023,0
S00005,Operating Systems,File Systems,37,2025-02-05T15:42:37.895855,0.801006,1
S00005,DSA,Heap,38,2025-02-06T12:58:29.074264,0.557013,0
S00005,DBMS,DBMS Basics,39,2025-02-07T16:44:40.464302,0.61949,0
S00005,Operating Systems,Threads,40,2025-02-08T07:14:18.129674,0.93391,1
S00005,DBMS,SQL,41,2025-02-09T14:38:45.457217,0.977462,1
S00005,DSA,Arrays,42,2025-02-10T16:12:40.604855,0.539377,0
S00005,Software Engineering,Design Patterns,43,2025-02-12T02:30:17.506765,0.831966,1
S00005,Software Engineering,Waterfall,44,2025-02-12T10:10:48.561010,0.827235,1
S00005,Operating Systems,I/O Management,45,2025-02-12T20:36:25.007491,0.929836,1
S00005,DBMS,Normalization,46,2025-02-13T06:02:35.004265,0.68308,0
S00005,DSA,Trees,47,2025-02-14T07:52:15.749933,0.359926,0
S00005,DBMS,Relational Algebra,48,2025-02-14T19:19:58.071507,0.770571,1
S00005,DSA,Dynamic Programming,49,2025-02-15T12:10:24.252114,0.498665,0
S00005,DBMS,ER Model,50,2025-02-16T23:50:20.836350,0.678772,0
S00005,Computer Networks,DNS,51,2025-02-18T07:17:14.677593,0.752212,1
S00005,DBMS,Joins,52,2025-02-18T19:47:32.496435,0.687969,0
S00005,Computer Networks,DNS,53,2025-02-19T19:12:53.093685,0.758401,1
S00005,DSA,Heap,54,2025-02-20T03:15:43.973559,0.555085,0
S00005,Computer Networks,Routing,55,2025-02-21T00:34:27.673463,0.749191,1
S00005,DSA,Arrays,56,2025-02-21T09:47:00.543184,0.55204,0
S00005,DSA,Stack & Queue,57,2025-02-21T19:44:21.689729,0.505854,0
S00005,Operating Systems,File Systems,58,2025-02-21T22:51:24.336506,0.803202,1
S00005,DBMS,Normalization,59,2025-02-22T02:15:54.058352,0.697586,0
S00005,Software Engineering,SRS,60,2025-02-22T17:15:49.552532,0.980448,1
S00006,Software Engineering,UML,1,2025-01-02T13:05:49.460027,0.836748,1
S00006,DBMS,SQL,2,2025-01-02T22:01:30.200891,0.223464,0
S00006,Operating Systems,Deadlocks,3,2025-01-03T23:14:09.037501,0.981116,1
S00006,DBMS,ER Model,4,2025-01-04T18:43:50.682680,0.371484,0
S00006,DSA,Strings,5,2025-01-05T09:00:14.369571,0.695156,0
S00006,DSA,Recursion,6,2025-01-06T22:54:22.424405,0.880611,1
S00006,DBMS,ER Model,7,2025-01-07T20:31:15.636114,0.388918,0
S00006,Computer Networks,Routing,8,2025-01-08T08:42:12.424952,0.761052,1
S00006,Software Engineering,Agile,9,2025-01-09T18:02:24.434967,0.676253,0
S00006,DBMS,Indexing,10,2025-01-09T21:56:15.283157,0.28613,0
S00006,DSA,Graphs,11,2025-01-10T08:42:51.326741,0.680382,0
S00006,Software Engineering,Waterfall,12,2025-01-11T19:35:41.486012,0.802429,1
S00006,DBMS,Concurrency Control,13,2025-01-13T07:49:25.325435,0.498097,0
S00006,DBMS,Transactions,14,2025-01-13T11:43:34.967419,0.418393,0
S00006,Computer Networks,OSI,15,2025-01-14T04:09:56.576820,0.792314,1
S00006,Computer Networks,IP Addressing,16,2025-01-14T09:27:58.145703,0.688345,0
S00006,Operating Systems,I/O Management,17,2025-01-15T21:23:03.326232,0.98369,1
S00006,DBMS,Keys,18,2025-01-16T07:54:33.351090,0.621253,0
S00006,DSA,Heap,19,2025-01-17T16:23:19.179596,0.743814,1
S00006,DSA,Linked Lists,20,2025-01-17T20:51:25.618879,0.67806,0
S00006,Software Engineering,SDLC,21,2025-01-18T02:06:40.906679,0.707955,1
S00006,DSA,Trees,22,2025-01-18T10:16:51.784845,0.393147,0
S00006,Software Engineering,Project Management,23,2025-01-18T13:55:16.535562,0.521137,0
S00006,DSA,Trees,24,2025-01-18T20:50:46.096954,0.399981,0
S00006,DSA,Arrays,25,2025-01-20T05:38:11.951867,0.665195,0
S00006,DSA,Stack & Queue,26,2025-01-21T04:29:52.623075,0.726338,1
S00006,Computer Networks,IP Addressing,27,2025-01-21T19:38:52.561636,0.693588,0
S00006,DBMS,DBMS Basics,28,2025-01-22T10:55:50.253062,0.45425,0
S00006,DBMS,Transactions,29,2025-01-23T18:42:52.852157,0.43846,0
S00006,DBMS,ER Model,30,2025-01-25T02:21:15.524591,0.393892,0
S00006,Software Engineering,Waterfall,31,2025-01-26T11:50:30.322145,0.809913,1
S00006,DBMS,Concurrency Control,32,2025-01-26T19:13:58.791657,0.516787,0
S00006,DSA,Trees,33,2025-01-27T09:05:05.272629,0.415962,0
S00006,Operating Systems,I/O Management,34,2025-01-28T00:26:28.254742,0.984595,1
S00006,Software Engineering,Project Management,35,2025-01-28T18:59:34.419830,0.533818,0
S00006,DBMS,Relational Algebra,36,2025-01-29T05:03:48.537251,0.57562,0
S00006,Software Engineering,Project Management,37,2025-01-30T13:44:59.049619,0.53427,0
S00006,DBMS,Relational Algebra,38,2025-01-31T16:38:35.119558,0.585169,0
S00006,DBMS,Transactions,39,2025-02-01T07:46:38.340676,0.443038,0
S00006,Computer Networks,HTTP,40,2025-02-02T08:48:36.124837,0.627746,0
S00006,DBMS,Joins,41,2025-02-02T12:13:56.219823,0.384446,0
S00006,DSA,Heap,42,2025-02-03T04:05:48.220114,0.751116,1
S00006,Computer Networks,HTTP,43,2025-02-03T09:47:10.147427,0.638513,0
S00006,DSA,Dynamic Programming,44,2025-02-03T18:37:13.361867,0.654961,0
S00006,DSA,Heap,45,2025-02-05T06:08:59.163537,0.749992,1
