student_id,timestamp,attempt_number,subject,topic,difficulty,prior_attempts,overall_accuracy,subject_accuracy,topic_prior_attempts,topic_accuracy,recent_accuracy_5,recent_accuracy_10,topic_avg_response_time,topic_response_time_std,difficulty_accuracy,previous_correct,improvement_trend,hours_since_topic_attempt,mastered_label,synthetic_true_mastery,data_label
S00001,2025-01-12T15:26:13.192384+00:00,15,Computer Networks,DHCP,Easy,14.0,0.5714285714285714,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.692644,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-01-13T10:19:11.037939+00:00,16,DBMS,DBMS Basics,Medium,15.0,0.5333333333333333,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,1,0.834476,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-01-14T22:41:26.118633+00:00,17,Computer Networks,OSI,Hard,16.0,0.5625,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,1,0.759701,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-01-16T09:40:35.475815+00:00,18,Operating Systems,I/O Management,Medium,17.0,0.5294117647058824,0.2857142857142857,1.0,0.0,0.0,0.0,237.46,0.0,0.5,0.0,0.0,264.8726991986111,0,0.432769,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-01-16T17:44:29.266559+00:00,19,Operating Systems,Synchronization,Medium,18.0,0.5,0.25,1.0,1.0,1.0,1.0,28.13,0.0,1.0,1.0,0.0,136.82259502583335,1,0.789717,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-01-17T13:57:43.035280+00:00,20,DSA,Recursion,Easy,19.0,0.47368421052631576,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.677244,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-01-18T00:20:34.202465+00:00,21,Computer Networks,OSI,Easy,20.0,0.45,0.0,1.0,0.0,0.0,0.0,123.88,0.0,0.5,0.0,0.0,73.65224550888888,1,0.762961,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-01-19T01:58:10.561489+00:00,22,Computer Networks,Network Security,Easy,21.0,0.42857142857142855,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,1,0.797686,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-01-20T15:03:02.576755+00:00,23,Operating Systems,Memory Management,Medium,22.0,0.4090909090909091,0.2222222222222222,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.579895,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-01-21T01:06:31.233537+00:00,24,Software Engineering,Design Patterns,Easy,23.0,0.391304347826087,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,1,0.701919,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-01-21T08:09:32.834394+00:00,25,DSA,Heap,Medium,24.0,0.375,0.75,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,1,0.813752,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-01-22T14:37:31.729659+00:00,26,DBMS,SQL,Easy,25.0,0.4,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,1,0.821339,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-01-23T04:05:57.008672+00:00,27,Operating Systems,CPU Scheduling,Easy,26.0,0.4230769230769231,0.2,1.0,0.0,0.0,0.0,81.93,0.0,0.5,0.0,0.0,470.7895924344444,0,0.602031,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-01-24T01:32:18.938117+00:00,28,DBMS,Indexing,Medium,27.0,0.4444444444444444,1.0,1.0,1.0,1.0,1.0,61.78,0.0,1.0,1.0,0.0,393.15973357583334,1,0.767017,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-01-24T04:38:55.857365+00:00,29,DSA,Recursion,Easy,28.0,0.4642857142857143,0.8,1.0,0.0,0.0,0.0,33.25,0.0,0.0,0.0,0.0,158.6868950236111,0,0.685361,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-01-25T01:06:25.260287+00:00,30,Software Engineering,SRS,Medium,29.0,0.4827586206896552,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,1,0.776398,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-01-25T19:36:29.248820+00:00,31,DSA,Arrays,Medium,30.0,0.5,0.8333333333333334,1.0,1.0,1.0,1.0,29.55,0.0,0.5,1.0,0.0,498.2191142258333,1,0.839401,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-01-26T02:46:42.420025+00:00,32,DSA,Hashing,Medium,31.0,0.5161290322580645,0.8571428571428571,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,1,0.819151,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-01-27T13:38:42.281334+00:00,33,DSA,Stack & Queue,Hard,32.0,0.5,0.75,1.0,1.0,1.0,1.0,74.34,0.0,0.5,1.0,0.0,496.1943439311111,1,0.737926,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-01-27T18:19:54.405451+00:00,34,DSA,Trees,Medium,33.0,0.48484848484848486,0.6666666666666666,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,1,0.720072,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-01-28T09:30:51.805090+00:00,35,DBMS,ER Model,Hard,34.0,0.5,1.0,2.0,1.0,1.0,1.0,63.78,2.2999999999998932,0.5,1.0,0.0,521.9597260697223,1,0.710311,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-01-29T06:58:03.702913+00:00,36,DSA,Strings,Easy,35.0,0.4857142857142857,0.7,1.0,1.0,1.0,1.0,63.33,0.0,1.0,1.0,0.0,635.4281037322222,0,0.505413,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-01-30T06:33:42.947789+00:00,37,Operating Systems,Synchronization,Easy,36.0,0.5,0.2727272727272727,2.0,0.5,0.5,0.5,55.434999999999995,27.305000000000007,0.5,0.0,0.0,324.8204670083333,1,0.7978,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-01-30T14:09:23.368346+00:00,38,Operating Systems,Security,Medium,37.0,0.5135135135135135,0.3333333333333333,1.0,1.0,1.0,1.0,76.0,0.0,1.0,1.0,0.0,480.1012022055556,0,0.626854,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-02-01T01:41:49.689989+00:00,39,DBMS,DBMS Basics,Medium,38.0,0.5263157894736842,0.8571428571428571,1.0,1.0,1.0,1.0,48.99,0.0,1.0,1.0,0.0,447.3774033472222,1,0.833949,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-02-01T14:44:13.176486+00:00,40,Operating Systems,Processes,Medium,39.0,0.5128205128205128,0.38461538461538464,1.0,0.0,0.0,0.0,141.74,0.0,0.0,0.0,0.0,587.6193217538888,0,0.50829,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-02-02T02:17:02.393646+00:00,41,Computer Networks,Network Security,Medium,40.0,0.525,0.0,1.0,0.0,0.0,0.0,36.04,0.0,0.5,0.0,0.0,336.31439782138887,1,0.804209,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-02-02T22:24:23.370083+00:00,42,Computer Networks,DNS,Hard,41.0,0.5365853658536586,0.16666666666666666,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,1,0.867741,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-02-03T10:14:46.753994+00:00,43,Computer Networks,Routing,Easy,42.0,0.5476190476190477,0.2857142857142857,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,1,0.786354,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-02-04T13:51:36.222375+00:00,44,Software Engineering,Design Patterns,Medium,43.0,0.5348837209302325,0.5,1.0,0.0,0.0,0.0,61.18,0.0,0.5,0.0,0.0,348.7513857883333,1,0.703666,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-02-05T15:11:45.988940+00:00,45,Computer Networks,DNS,Medium,44.0,0.5227272727272727,0.25,1.0,1.0,1.0,1.0,100.12,0.0,0.5,1.0,0.0,64.78961634916666,1,0.867728,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-02-06T02:39:10.029000+00:00,46,Operating Systems,Threads,Medium,45.0,0.5111111111111111,0.42857142857142855,1.0,0.0,0.0,0.0,127.6,0.0,0.5,0.0,0.0,702.8293001102778,0,0.482353,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-02-06T22:37:21.039044+00:00,47,Operating Systems,I/O Management,Easy,46.0,0.5217391304347826,0.4666666666666667,2.0,0.0,0.0,0.0,154.995,82.46499999999999,0.5,0.0,0.0,516.9459897858334,0,0.438481,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-02-07T09:02:46.003457+00:00,48,Computer Networks,OSI,Easy,47.0,0.5106382978723404,0.2222222222222222,2.0,0.0,0.0,0.0,77.0,46.879999999999995,0.0,0.0,0.0,488.7032780533333,1,0.770143,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-02-07T12:07:25.786087+00:00,49,DSA,Strings,Hard,48.0,0.5208333333333334,0.7272727272727273,2.0,1.0,1.0,1.0,52.32,11.01,0.5,1.0,0.0,221.156134215,0,0.509677,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-02-08T11:47:23.454952+00:00,50,DSA,Recursion,Easy,49.0,0.5102040816326531,0.6666666666666666,2.0,0.5,0.5,0.5,29.884999999999998,3.365000000000014,0.5,1.0,0.0,367.14099932972226,0,0.693718,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-02-09T16:16:14.495400+00:00,51,Computer Networks,UDP,Easy,50.0,0.52,0.3,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,1,0.856521,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-02-11T03:13:06.875333+00:00,52,Software Engineering,UML,Easy,51.0,0.5294117647058824,0.3333333333333333,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.556494,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-02-12T02:55:45.107589+00:00,53,Computer Networks,DNS,Easy,52.0,0.5192307692307693,0.36363636363636365,2.0,0.5,0.5,0.5,72.84,27.279999999999987,0.5,0.0,0.0,155.7330885136111,1,0.873801,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-02-12T12:19:31.007755+00:00,54,Operating Systems,I/O Management,Easy,53.0,0.5283018867924528,0.4375,3.0,0.0,0.0,0.0,120.96333333333332,82.76448204929993,0.0,0.0,0.0,133.70276908638888,0,0.456416,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-02-13T19:25:00.658829+00:00,55,DBMS,Transactions,Easy,54.0,0.5370370370370371,0.75,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,1,0.77041,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-02-15T08:51:29.629749+00:00,56,Operating Systems,Threads,Easy,55.0,0.5454545454545454,0.47058823529411764,2.0,0.5,0.5,0.5,115.65,11.949999999999914,0.5,1.0,0.0,222.2054446525,0,0.49831,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-02-16T22:02:21.718283+00:00,57,DBMS,Joins,Easy,56.0,0.5535714285714286,0.7777777777777778,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,1,0.881736,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-02-17T02:08:36.905825+00:00,58,Software Engineering,Waterfall,Medium,57.0,0.5614035087719298,0.25,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,1,0.742252,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-02-18T11:49:32.891224+00:00,59,Operating Systems,Memory Management,Hard,58.0,0.5517241379310345,0.5,1.0,0.0,0.0,0.0,100.96,0.0,0.5,0.0,0.0,692.7750873525,0,0.592852,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00001,2025-02-19T15:24:46.244952+00:00,60,Software Engineering,Waterfall,Easy,59.0,0.559322033898305,0.2,1.0,0.0,0.0,0.0,47.08,0.0,0.5,0.0,0.0,61.26926086861111,1,0.751111,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-03T02:51:40.851051+00:00,1,DBMS,Indexing,Medium,0.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.130072,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-03T06:06:32.117444+00:00,2,Operating Systems,Synchronization,Medium,1.0,1.0,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.10385,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-04T00:56:01.317481+00:00,3,Operating Systems,File Systems,Medium,2.0,0.5,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.167898,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-04T06:20:17.487203+00:00,4,Software Engineering,Project Management,Medium,3.0,0.3333333333333333,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.276055,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-04T09:38:45.371144+00:00,5,Computer Networks,Network Security,Hard,4.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.104869,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-04T16:57:40.390132+00:00,6,Computer Networks,TCP/IP,Medium,5.0,0.4,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.058635,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-05T02:58:01.426928+00:00,7,DSA,Stack & Queue,Medium,6.0,0.3333333333333333,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.451391,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-05T08:15:35.463660+00:00,8,Operating Systems,Synchronization,Easy,7.0,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,106.32,0.0,0.5,0.0,0.0,50.15092950444445,0,0.108598,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-06T04:11:34.764342+00:00,9,DBMS,Indexing,Easy,8.0,0.375,1.0,1.0,1.0,1.0,1.0,111.68,0.0,0.5,1.0,0.0,73.33164258083333,0,0.156912,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-06T07:56:14.491220+00:00,10,DBMS,Transactions,Medium,9.0,0.4444444444444444,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.059211,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-06T20:44:48.650198+00:00,11,Operating Systems,CPU Scheduling,Medium,10.0,0.4,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.061987,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-07T14:27:47.458202+00:00,12,Operating Systems,Paging,Easy,11.0,0.36363636363636365,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.077786,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-08T06:08:57.391836+00:00,13,Software Engineering,SDLC,Hard,12.0,0.4166666666666667,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.214155,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-08T09:56:01.947004+00:00,14,Computer Networks,UDP,Hard,13.0,0.38461538461538464,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.057091,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-09T05:07:36.779932+00:00,15,Software Engineering,Testing,Medium,14.0,0.35714285714285715,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.44415,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-09T12:37:56.929918+00:00,16,Computer Networks,IP Addressing,Easy,15.0,0.4,0.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.116487,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-10T20:47:27.541098+00:00,17,DBMS,Joins,Easy,16.0,0.4375,0.6666666666666666,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.189319,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-11T02:38:59.053992+00:00,18,Operating Systems,Threads,Medium,17.0,0.47058823529411764,0.2,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.185856,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-12T00:46:23.165354+00:00,19,DSA,Recursion,Medium,18.0,0.5,1.0,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.450179,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-13T02:31:20.764689+00:00,20,Software Engineering,Software Quality,Easy,19.0,0.47368421052631576,0.6666666666666666,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.37069,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-13T16:49:47.378605+00:00,21,DSA,Dynamic Programming,Medium,20.0,0.5,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.359431,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-15T02:17:54.712363+00:00,22,DBMS,Normalization,Easy,21.0,0.5238095238095238,0.75,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.101689,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-15T14:54:42.671316+00:00,23,DSA,Trees,Easy,22.0,0.5,0.6666666666666666,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.458084,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-16T11:55:03.015292+00:00,24,Operating Systems,Deadlocks,Hard,23.0,0.4782608695652174,0.3333333333333333,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.057664,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-17T20:37:02.188246+00:00,25,DBMS,Concurrency Control,Medium,24.0,0.4583333333333333,0.6,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.141198,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-18T11:14:21.761371+00:00,26,DBMS,DBMS Basics,Medium,25.0,0.44,0.5,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.059072,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-19T03:01:25.056097+00:00,27,Operating Systems,I/O Management,Medium,26.0,0.4230769230769231,0.2857142857142857,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.18506,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-19T17:17:47.331586+00:00,28,Operating Systems,Memory Management,Easy,27.0,0.4074074074074074,0.25,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.166955,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-20T03:15:39.111997+00:00,29,Computer Networks,HTTP,Hard,28.0,0.39285714285714285,0.25,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.192132,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-20T08:26:40.892453+00:00,30,Software Engineering,Design Patterns,Hard,29.0,0.3793103448275862,0.75,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.154466,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-21T21:57:37.021057+00:00,31,Operating Systems,I/O Management,Medium,30.0,0.36666666666666664,0.2222222222222222,1.0,0.0,0.0,0.0,96.51,0.0,0.0,0.0,0.0,66.93665693333334,0,0.190241,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-22T20:18:13.268398+00:00,32,DBMS,Indexing,Hard,31.0,0.3548387096774194,0.42857142857142855,2.0,1.0,1.0,1.0,87.59,24.090000000000014,0.5,1.0,0.0,400.1106955711111,0,0.162573,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-23T01:37:18.779258+00:00,33,Operating Systems,Deadlocks,Easy,32.0,0.34375,0.2,1.0,0.0,0.0,0.0,235.56,0.0,0.5,0.0,0.0,157.70437887944445,0,0.085811,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-24T02:29:37.475195+00:00,34,Software Engineering,Testing,Easy,33.0,0.36363636363636365,0.6,1.0,1.0,1.0,1.0,82.06,0.0,0.5,1.0,0.0,357.3668597952778,0,0.448018,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-24T19:20:44.492417+00:00,35,Software Engineering,SDLC,Easy,34.0,0.35294117647058826,0.5,1.0,0.0,0.0,0.0,226.07,0.0,0.5,0.0,0.0,397.1964168280556,0,0.233497,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-26T00:01:30.091149+00:00,36,Software Engineering,Agile,Medium,35.0,0.37142857142857144,0.5714285714285714,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.328246,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-26T19:46:53.571739+00:00,37,Software Engineering,Waterfall,Medium,36.0,0.3888888888888889,0.625,0.0,0.5,0.5,0.5,0.0,0.0,0.5,0.5,0.0,168.0,0,0.217148,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
S00002,2025-01-27T18:31:18.050090+00:00,38,Software Engineering,Project Management,Medium,37.0,0.3783783783783784,0.5555555555555556,1.0,1.0,1.0,1.0,90.06,0.0,1.0,1.0,0.0,564.1834896908333,0,0.285922,SYNTHETIC / SIMULATED — NOT REAL STUDENT DATA
